part_id|part_definition_id|part_product_class_id|common_part_catalog_id|preferred_supplier_id|part_family_id|stock_card_create_date|part_season
178|4823|190|39|1|2|2014-01-10|NULL
234|4823|190|39|1|2|2010-04-30|NULL
312|3013|360|23|1|1|2016-06-20|NULL
325|8726|335|39|1|2|2004-12-24|NULL
712|10345|555|39|1|2|2004-12-24|NULL
729|11000|522|9|1|408|2004-12-24|NULL
879|11363|335|39|1|2|2016-04-08|NULL
1096|8759|360|39|1|2|2007-09-24|NULL
1102|8759|360|39|1|2|2010-09-13|NULL
1194|6929|205|39|1|2|2010-10-22|NULL
1265|10605|31|1|4|188|2005-02-25|NULL
1450|2145|510|39|1|2|2004-12-24|NULL
1799|3910|526|22|1|2|2010-08-26|NULL
1986|9645|572|32|1|2|2007-01-26|Kış Mevsimsel
2003|2145|550|32|1|2|2005-05-11|NULL
2140|8732|516|10|1|2|2008-08-11|NULL
2143|8730|516|32|1|2|2015-02-02|NULL
2167|6897|118|22|1|2|2004-12-24|NULL
2274|4897|534|24|1|2|2015-03-10|NULL
2391|6701|185|32|1|2|2010-12-07|NULL
2417|2145|510|39|1|2|2008-01-21|NULL
2477|3245|566|32|1|2|2011-04-20|NULL
2538|8693|524|15|1|2|2005-06-16|NULL
2795|5703|534|32|1|2|2010-07-05|NULL
3148|10812|626|39|1|1|2019-01-22|NULL
3165|11404|598|39|1|2|2010-08-11|NULL
3338|11295|624|7|1|1|2017-07-18|NULL
3558|2180|511|6|5|68|2014-01-22|NULL
4006|2673|624|39|1|1|2017-01-20|NULL
4019|11404|598|24|1|1|2015-10-19|NULL
4021|11404|598|32|1|2|2012-11-01|NULL
4185|1591|534|39|1|1|2017-03-01|NULL
4333|10541|574|39|1|1|2015-11-13|Kış Mevsimsel
4375|2145|510|4|1|1|2017-02-02|NULL
4420|2463|624|4|1|1|2015-10-20|NULL
4767|11224|534|32|1|2|2004-12-24|NULL
4877|2145|550|23|1|2|2009-12-07|NULL
4969|8743|587|39|1|566|2004-12-24|NULL
5105|6650|510|9|1|341|2006-10-12|NULL
5213|5703|534|9|1|2|2007-04-24|NULL
5490|10630|624|9|1|1|2015-04-09|NULL
5535|11481|598|23|1|1|2018-05-17|NULL
5559|11091|624|23|1|2|2012-06-13|NULL
5652|3910|526|9|1|2|2010-04-26|NULL
5734|3099|110|4|1|2|2016-12-21|NULL
5757|367|525|4|1|2|2013-11-22|Yaz Mevsimsel
6123|1850|182|32|1|487|2004-12-24|NULL
6244|121|573|22|1|2|2007-02-22|Kış Mevsimsel
6252|4166|618|4|1|2|2004-12-30|NULL
6304|2518|600|32|1|68|2004-12-24|NULL
6483|2145|510|4|1|2|2007-05-08|NULL
6545|12003|528|9|1|2|2010-03-08|NULL
6655|1551|210|32|1|2|2008-01-18|Yaz Mevsimsel
6704|11290|624|32|1|1|2015-05-27|NULL
6891|9645|572|15|1|2|2010-02-25|Kış Mevsimsel
7349|3335|184|23|1|492|2004-12-24|Kış Mevsimsel
7350|4525|184|7|1|492|2004-12-24|Kış Mevsimsel
7446|2145|510|23|1|2|2004-12-24|NULL
7467|4900|525|7|1|2|2007-10-31|Yaz Mevsimsel
7470|3242|566|7|1|2|2009-01-13|NULL
7508|3053|587|12|1|2|2008-03-31|NULL
7626|11291|592|22|1|364|2004-12-24|NULL
7809|9703|563|9|1|1|2018-01-26|NULL
7935|4096|209|23|1|1|2019-01-02|NULL
8157|7877|100|1|4|189|2015-11-04|NULL
8324|11711|335|39|1|2|2004-12-24|NULL
8494|4086|360|39|1|2|2004-12-24|NULL
8766|6988|355|10|1|1|2017-02-21|NULL
8778|6988|355|3|1|1|2018-01-26|NULL
8995|9902|342|4|1|1|2017-05-31|NULL
9140|5670|352|12|1|1|2015-12-22|NULL
9336|1551|210|4|1|1|2018-03-26|Yaz Mevsimsel
9426|9911|344|24|1|1|2015-08-25|NULL
9518|1858|534|39|1|2|2004-12-24|NULL
9915|700|48|1|4|246|2004-12-25|NULL
10076|2145|32|1|4|198|2006-09-29|NULL
10319|3874|8|1|4|42|2004-12-25|NULL
10458|4768|29|1|4|172|2004-12-25|NULL
10495|4782|23|1|4|133|2004-12-25|NULL
10667|6532|62|1|4|296|2004-12-25|NULL
10713|7500|31|1|4|185|2005-07-29|NULL
10865|11088|26|1|4|150|2004-12-25|NULL
10963|11404|33|1|4|199|2008-04-14|NULL
101|2477|223|39|1|1|2018-07-18|NULL
442|4949|360|39|1|2|2004-12-24|NULL
468|9905|179|22|1|444|2004-12-24|Kış Mevsimsel
560|2145|510|33|1|2|2005-04-28|NULL
608|11097|20|1|4|118|2004-12-25|NULL
639|3956|534|33|1|2|2004-12-24|NULL
710|2145|510|39|1|2|2004-12-24|NULL
800|2741|335|25|1|2|2004-12-24|NULL
925|8747|360|39|1|1|2015-12-15|NULL
1199|759|512|32|1|553|2004-12-24|NULL
1245|2145|550|23|1|2|2016-03-08|NULL
1250|4470|211|32|1|440|2004-12-24|NULL
1277|10551|574|10|1|571|2004-12-24|Kış Mevsimsel
1427|11229|566|39|1|2|2007-08-17|NULL
1464|11404|598|24|1|2|2006-06-09|NULL
1670|3115|519|39|1|451|2004-12-24|NULL
1752|5630|525|39|1|523|2004-12-24|Yaz Mevsimsel
2029|4159|588|3|1|382|2004-12-24|NULL
2070|1373|618|32|1|2|2011-05-13|NULL
2258|2696|211|24|1|440|2006-02-03|NULL
2293|11348|534|39|1|1|2013-06-17|NULL
2297|4276|618|39|1|2|2012-09-18|NULL
2339|2145|510|39|1|2|2010-12-07|NULL
2384|1734|261|32|1|2|2013-10-09|Kış Mevsimsel
2447|11184|564|4|1|2|2012-01-11|NULL
2500|2107|547|9|1|2|2010-05-18|NULL
2664|11343|534|4|1|2|2012-06-29|NULL
2670|9083|531|7|1|2|2012-11-27|NULL
2789|6274|516|23|1|2|2011-01-24|NULL
2862|9685|572|7|1|2|2011-06-20|Kış Mevsimsel
2961|3337|581|39|1|2|2007-12-03|NULL
3137|8730|516|39|1|2|2010-11-01|NULL
3141|8065|628|39|1|2|2010-12-16|NULL
3152|10811|626|12|1|1|2019-12-16|NULL
3174|3099|110|32|1|2|2008-09-17|NULL
3186|360|206|7|1|1|2016-08-05|NULL
3301|9703|563|13|1|2|2007-12-03|NULL
4094|7226|234|4|1|1|2017-11-24|NULL
4159|6273|532|32|1|1|2017-01-20|NULL
4325|9645|572|32|1|1|2017-02-09|Kış Mevsimsel
4550|8732|516|39|1|2|2016-04-12|NULL
4601|363|261|39|1|2|2013-01-16|Kış Mevsimsel
4705|8778|185|7|1|1|2017-05-11|NULL
5193|3156|518|23|1|1|2016-05-03|NULL
5319|11267|624|9|1|2|2015-04-27|NULL
5422|2145|510|9|1|2|2008-04-10|NULL
5442|9645|572|23|1|2|2015-02-13|Kış Mevsimsel
5478|3257|621|9|1|2|2011-06-14|NULL
5950|11320|585|39|1|563|2004-12-24|NULL
6230|9645|572|13|1|442|2008-01-24|Kış Mevsimsel
6424|11267|624|13|1|2|2010-02-02|NULL
6442|5517|582|32|1|2|2005-05-09|NULL
6485|2145|510|4|1|2|2005-12-23|NULL
6571|9703|563|9|1|1|2019-10-22|NULL
6643|11000|522|4|1|2|2010-10-25|NULL
6815|615|534|39|1|2|2012-08-24|NULL
6895|3136|563|9|1|1|2016-02-02|NULL
6915|11025|587|32|1|2|2009-03-16|NULL
7120|71|210|32|1|1|2016-01-26|Yaz Mevsimsel
7217|7402|550|23|1|1|2017-08-23|NULL
7506|1734|624|7|1|2|2012-01-23|NULL
7665|11025|619|4|1|2|2004-12-24|Yaz Mevsimsel
8121|8971|32|1|4|196|2004-12-25|NULL
8127|7396|32|1|4|196|2004-12-25|NULL
8294|2107|99|1|4|389|2004-12-25|NULL
8295|11088|99|1|4|389|2004-12-25|NULL
8320|7081|360|39|1|2|2004-12-24|NULL
8332|5710|585|33|1|2|2004-12-24|NULL
8465|11132|360|39|1|1|2020-01-13|NULL
8721|6988|355|24|1|1|2015-02-10|NULL
8764|6988|355|3|1|1|2016-10-13|NULL
8836|4949|360|39|1|2|2012-12-19|NULL
8919|7094|585|4|1|1|2017-02-21|NULL
9292|5772|602|4|1|1|2015-12-31|NULL
9298|11321|360|4|1|1|2017-04-06|NULL
9448|9911|344|11|1|1|2016-09-28|NULL
9523|1851|543|39|1|445|2004-12-24|NULL
9533|1851|543|24|1|445|2004-12-24|NULL
9735|8440|25|1|4|141|2004-12-25|NULL
9755|8974|32|1|4|197|2004-12-25|NULL
9916|701|48|1|4|246|2004-12-25|NULL
9922|3717|31|1|4|186|2009-12-01|NULL
10382|1392|8|1|4|45|2008-04-29|NULL
153|4823|190|39|1|2|2010-04-26|NULL
248|4823|190|39|1|2|2014-07-16|NULL
310|616|625|32|1|2|2007-12-05|NULL
448|2145|360|39|1|2|2004-12-24|NULL
588|2145|510|23|1|2|2004-12-24|NULL
762|2905|358|39|1|2|2010-12-03|NULL
778|2905|358|7|1|2|2010-10-13|NULL
890|2519|602|7|1|426|2004-12-24|NULL
920|8751|360|39|1|1|2016-06-24|NULL
924|8758|360|6|5|341|2005-04-19|NULL
1155|9929|348|7|1|1|2017-06-05|NULL
1592|6645|521|39|1|2|2005-09-26|NULL
1629|10731|525|39|1|2|2009-04-01|Yaz Mevsimsel
1651|3149|523|39|1|408|2004-12-24|NULL
2073|1361|618|3|1|2|2008-07-28|NULL
2088|11483|598|3|1|1|2016-08-08|NULL
2349|2529|600|35|1|1|2013-05-07|NULL
2472|11336|565|9|1|438|2005-05-09|NULL
2490|9685|572|13|1|2|2008-03-06|Kış Mevsimsel
2536|2145|510|32|1|1|2015-08-04|NULL
3017|6900|624|12|1|2|2012-05-29|NULL
3044|1734|624|12|1|2|2013-11-18|NULL
3112|2145|510|22|1|2|2007-12-03|NULL
3257|3106|209|7|1|2|2011-06-20|NULL
3283|6701|185|32|1|2|2009-07-30|NULL
3457|1361|618|39|1|1|2014-09-12|NULL
3461|2145|110|24|1|2|2010-10-11|NULL
3491|6551|525|32|1|1|2013-09-16|Yaz Mevsimsel
3523|6894|510|32|1|2|2004-12-24|NULL
3541|4841|184|32|1|492|2005-01-28|Kış Mevsimsel
3730|11184|564|32|1|1|2016-07-18|NULL
3738|10737|534|39|1|1|2015-12-31|NULL
3817|11253|179|39|1|1|2017-03-24|Kış Mevsimsel
3944|11336|565|39|1|1|2015-05-25|NULL
3972|10546|624|39|1|1|2016-11-02|NULL
4027|1569|601|39|1|1|2014-11-10|NULL
4118|6701|185|22|1|1|2015-02-10|NULL
4212|7256|520|4|1|1|2016-01-20|NULL
4285|3113|519|39|1|1|2015-07-27|NULL
4386|3924|618|7|1|1|2017-04-05|NULL
4393|3333|575|32|1|1|2014-10-20|NULL
4458|1361|618|4|1|1|2016-05-03|NULL
4499|1609|618|4|1|1|2015-10-20|NULL
4516|2145|624|7|1|1|2017-12-15|NULL
4685|6703|185|7|1|1|2017-07-21|NULL
4762|2530|601|32|1|414|2004-12-24|NULL
4845|12014|526|9|1|2|2007-06-11|NULL
4906|2163|628|9|1|2|2010-07-19|NULL
4956|3402|584|22|1|570|2004-12-24|NULL
4970|3332|624|32|1|2|2004-12-24|NULL
4992|5710|510|32|1|507|2004-12-24|NULL
5031|9093|511|23|1|1|2016-01-29|NULL
5032|7561|512|9|1|2|2009-10-27|NULL
5220|5703|534|9|1|2|2008-12-23|NULL
5326|8211|622|39|1|567|2004-12-24|NULL
5404|9685|572|9|1|2|2008-12-23|Kış Mevsimsel
5425|8958|550|23|1|1|2016-12-13|NULL
5718|8732|516|23|1|2|2016-05-13|NULL
5837|6394|261|23|1|2|2014-12-08|Kış Mevsimsel
6002|4949|534|32|1|2|2004-12-24|NULL
6061|6756|320|39|1|558|2004-12-24|NULL
6582|9685|572|9|1|2|2012-11-01|Kış Mevsimsel
6636|4207|522|9|1|2|2008-10-28|NULL
6645|8693|524|9|1|2|2010-10-25|NULL
6719|9645|572|32|1|2|2005-05-09|Kış Mevsimsel
7176|2145|510|32|1|2|2014-08-22|NULL
7221|3708|512|12|1|2|2004-12-24|NULL
7338|3051|209|7|1|2|2009-11-17|NULL
7475|11327|624|7|1|2|2007-08-29|NULL
7523|11259|618|7|1|2|2006-10-31|NULL
8091|2145|510|12|1|2|2004-12-24|NULL
8197|2107|99|1|4|389|2004-12-25|NULL
8259|9450|99|1|4|389|2004-12-25|NULL
8424|2145|360|32|1|2|2004-12-24|NULL
8563|11109|360|32|1|1|2020-06-08|NULL
8631|9902|344|3|1|1|2017-10-10|NULL
8733|6988|355|16|2|1|2015-06-15|NULL
8754|6988|355|11|1|1|2017-03-06|NULL
8786|6988|355|10|1|1|2018-07-02|NULL
8825|6988|355|3|1|1|2017-05-05|NULL
8875|11370|360|4|1|1|2017-09-25|NULL
9293|7094|585|4|1|1|2015-12-31|NULL
9299|7060|360|4|1|1|2018-11-26|NULL
215|4823|190|39|1|2|2013-01-21|NULL
276|6866|540|39|1|2|2010-09-15|NULL
412|11320|585|13|1|2|2005-10-27|NULL
432|2897|354|4|1|1|2017-03-23|NULL
611|957|182|33|1|1|2018-09-03|NULL
775|5825|360|39|1|2|2004-12-24|NULL
952|1858|360|39|1|2|2004-12-24|NULL
1015|6929|205|12|1|454|2004-12-24|NULL
1065|1860|360|39|1|2|2006-01-06|NULL
1070|4949|360|39|1|2|2004-12-24|NULL
1162|3963|359|7|1|2|2011-04-11|NULL
1191|6929|205|39|1|1|2017-06-12|NULL
1235|7396|32|1|4|196|2007-04-18|NULL
1490|7281|118|35|1|2|2007-04-30|NULL
1510|3333|571|24|1|2|2009-07-30|NULL
1597|4265|618|39|1|2|2004-12-24|NULL
1695|9703|563|39|1|435|2004-12-24|NULL
1859|11025|619|32|1|2|2008-01-23|Yaz Mevsimsel
1867|4265|618|3|1|2|2008-08-28|NULL
1969|11328|624|32|1|2|2008-04-15|NULL
1996|10541|574|32|1|2|2007-12-05|Kış Mevsimsel
2141|8732|516|3|1|2|2012-09-05|NULL
2242|2145|510|24|1|341|2008-07-04|NULL
2411|6645|521|39|1|1|2015-02-25|NULL
2427|6741|541|39|1|2|2006-02-20|NULL
2556|10804|570|32|1|2|2008-12-30|NULL
2655|9083|531|39|1|1|2015-09-17|NULL
2691|9098|521|7|1|2|2010-12-07|NULL
2737|6901|514|12|1|2|2011-06-13|NULL
2933|11411|515|39|1|2|2010-07-20|NULL
3034|1361|618|12|1|2|2011-06-20|NULL
3087|2145|510|39|1|1|2015-01-09|NULL
3149|10811|628|7|1|1|2019-03-01|NULL
3166|11483|598|13|1|2|2012-01-17|NULL
3263|8864|209|12|1|1|2016-02-26|NULL
3289|11351|210|4|1|2|2010-01-12|Yaz Mevsimsel
3545|4407|572|15|1|442|2004-12-24|Kış Mevsimsel
3577|11252|178|6|5|231|2007-12-07|Yaz Mevsimsel
3660|1361|618|32|1|1|2017-07-17|NULL
3783|1558|601|32|1|1|2018-05-10|NULL
3786|2529|600|24|1|1|2018-01-03|NULL
3830|6273|532|32|1|1|2015-10-26|NULL
3959|11267|624|24|1|1|2018-10-03|NULL
4215|5599|520|7|1|1|2016-04-14|NULL
4267|5705|534|39|1|1|2014-12-08|NULL
4282|3269|519|39|1|1|2018-01-02|NULL
4433|3091|624|7|1|1|2017-06-19|NULL
4882|11025|587|39|1|2|2010-06-15|NULL
4943|12002|528|32|1|2|2004-12-24|NULL
5046|6853|534|23|1|1|2016-08-26|NULL
5067|1396|534|23|1|2|2014-10-17|NULL
5114|4949|534|23|1|2|2013-03-22|NULL
5117|5599|520|9|1|1|2017-03-09|NULL
5157|11087|525|9|1|1|2018-04-17|Yaz Mevsimsel
5180|6082|517|9|1|2|2009-10-13|NULL
5252|7910|534|23|1|1|2015-06-21|NULL
5263|11711|534|23|1|2|2007-09-21|NULL
5293|11336|565|9|1|2|2009-12-01|NULL
5329|11357|568|9|1|2|2007-07-25|NULL
5348|9685|572|9|1|2|2008-04-16|Kış Mevsimsel
5470|1683|624|23|1|1|2018-05-16|NULL
5574|11013|618|4|1|2|2018-09-24|NULL
5691|4122|618|23|1|2|2012-10-18|NULL
5700|4407|618|9|1|2|2007-06-14|NULL
5923|6595|534|7|1|2|2004-12-24|NULL
6142|4105|187|39|1|2|2004-12-24|NULL
6156|4265|618|21|1|2|2008-03-26|NULL
6221|9685|572|13|1|442|2004-12-24|Kış Mevsimsel
6324|8267|261|32|1|2|2004-12-24|Kış Mevsimsel
6412|4907|528|32|1|2|2005-05-09|NULL
6467|2145|510|9|1|2|2006-09-19|NULL
6477|2145|510|4|1|2|2006-02-22|NULL
6554|9761|534|39|1|2|2008-11-07|NULL
6567|2145|510|9|1|1|2015-01-22|NULL
6819|5630|525|39|1|1|2013-10-07|Yaz Mevsimsel
6823|11087|525|39|1|1|2020-06-22|Yaz Mevsimsel
7072|12019|527|39|1|1|2017-11-06|NULL
7308|11499|615|12|1|2|2006-12-27|NULL
7417|3906|524|12|1|549|2004-12-24|NULL
8292|6051|100|1|4|394|2017-08-21|NULL
8469|2905|358|39|1|2|2010-01-18|NULL
8760|6988|355|24|1|1|2017-09-22|NULL
8773|6988|355|6|5|341|2018-02-16|NULL
62|2154|652|8|3|1|2016-05-11|NULL
66|9945|655|8|3|1|2016-03-11|NULL
292|9449|619|10|1|2|2013-05-10|Yaz Mevsimsel
388|9859|360|4|1|2|2007-11-20|NULL
419|5693|360|4|1|2|2010-05-12|NULL
648|11184|564|39|1|494|2004-12-24|NULL
1099|8747|360|39|1|1|2017-10-11|NULL
1146|8747|360|32|1|1|2013-09-11|NULL
1173|2905|358|39|1|1|2017-12-06|NULL
1272|9645|572|35|1|442|2008-09-18|Kış Mevsimsel
1334|11025|587|32|1|566|2005-04-15|NULL
1692|4949|624|39|1|2|2005-08-26|NULL
1727|5592|618|39|1|2|2006-10-02|NULL
1773|8984|100|1|4|1|2005-01-14|NULL
1774|8985|100|1|4|1|2005-01-14|NULL
1805|1551|210|13|1|2|2008-04-01|Yaz Mevsimsel
1854|4296|619|22|1|2|2006-06-09|Yaz Mevsimsel
1884|4116|618|32|1|2|2008-08-22|NULL
1899|7249|534|5|2|1|2011-03-28|NULL
2017|11499|220|9|1|481|2004-12-24|NULL
2022|121|622|39|1|1|2014-12-03|NULL
2024|11018|624|22|1|2|2004-12-24|NULL
2069|1361|618|21|1|2|2011-04-20|NULL
2289|6702|185|24|1|2|2011-03-14|NULL
2330|10551|574|39|1|2|2010-06-15|Kış Mevsimsel
2437|11184|564|32|1|2|2008-09-12|NULL
2494|121|573|13|1|2|2008-01-07|Kış Mevsimsel
2507|2145|510|32|1|2|2008-01-30|NULL
2675|9092|511|12|1|1|2019-04-26|NULL
2724|4988|534|39|1|1|2014-07-01|NULL
2743|6556|513|23|1|1|2017-01-30|NULL
2826|11328|624|4|1|2|2012-04-20|NULL
2951|3923|618|32|1|2|2009-10-26|NULL
3043|1734|624|12|1|2|2014-08-25|NULL
3154|10136|628|7|1|2|2012-04-17|NULL
3241|3051|209|3|1|2|2009-09-25|NULL
3282|6701|185|39|1|2|2009-05-27|NULL
3384|2145|510|11|1|1|2016-07-01|NULL
3442|9645|572|24|1|2|2015-12-07|Kış Mevsimsel
3819|6702|185|24|1|1|2014-04-01|NULL
4041|3101|570|32|1|1|2015-09-11|NULL
4059|8730|516|39|1|1|2015-08-21|NULL
4178|9083|531|32|1|1|2016-04-12|NULL
4278|4949|534|39|1|1|2016-03-09|NULL
4538|11259|618|32|1|2|2014-10-20|NULL
4556|10811|626|39|1|1|2013-08-15|NULL
4827|2107|547|22|1|2|2004-12-24|NULL
4857|3624|624|9|1|2|2004-12-24|NULL
4929|9092|511|32|1|2|2006-12-11|NULL
4955|3409|624|22|1|2|2004-12-24|NULL
5035|11374|534|23|1|2|2015-05-07|NULL
5116|11313|520|4|1|1|2014-07-16|NULL
5202|2145|510|9|1|341|2006-10-18|NULL
5225|1734|534|9|1|2|2011-06-20|NULL
5233|12002|528|9|1|2|2007-09-10|NULL
5290|11336|565|9|1|1|2017-02-24|NULL
5363|9685|572|23|1|1|2016-09-01|Kış Mevsimsel
5544|11404|598|9|1|2|2010-08-25|NULL
5637|4148|589|22|1|395|2004-12-24|NULL
5831|4107|187|23|1|1|2015-06-09|NULL
6114|1850|182|32|1|487|2004-12-24|NULL
6210|12007|526|32|1|2|2010-03-23|NULL
6524|12014|526|4|1|1|2019-02-26|NULL
6665|11351|210|39|1|1|2016-10-10|Yaz Mevsimsel
6876|11268|624|9|1|2|2009-07-02|NULL
7055|11347|534|32|1|1|2018-08-27|NULL
7405|3708|573|7|1|571|2004-12-24|Kış Mevsimsel
7419|3906|524|12|1|549|2004-12-24|NULL
7487|9685|572|7|1|2|2009-10-21|Kış Mevsimsel
7856|2145|510|4|1|2|2016-12-19|NULL
8115|7396|32|1|4|197|2004-12-25|NULL
8265|9450|99|1|4|1|2004-12-25|NULL
8338|8726|360|39|1|2|2006-05-01|NULL
8671|6988|355|4|1|1|2015-05-27|NULL
8672|6988|355|24|1|341|2015-06-17|NULL
8722|6988|355|24|1|1|2014-09-26|NULL
8732|6988|355|4|1|1|2016-01-26|NULL
8770|6988|355|4|1|1|2017-05-24|NULL
8926|2898|360|4|1|1|2017-02-10|NULL
8933|8042|337|39|1|2|2011-07-25|NULL
8947|6849|624|4|1|2|2010-04-19|NULL
9974|1410|53|1|4|257|2004-12-25|NULL
10075|7396|32|1|4|196|2004-12-25|NULL
247|4823|190|39|1|2|2013-12-11|NULL
349|5617|4|1|4|19|2004-12-25|NULL
414|12010|360|13|1|2|2008-10-15|NULL
439|2145|360|39|1|2|2004-12-24|NULL
667|2107|547|23|1|2|2004-12-24|NULL
694|8211|622|39|1|567|2004-12-24|NULL
768|8086|360|39|1|2|2004-12-24|NULL
797|1008|360|39|1|2|2009-12-31|NULL
886|6929|205|39|1|2|2015-07-20|NULL
1014|6929|205|32|1|454|2004-12-24|NULL
1055|8303|360|39|1|2|2008-01-09|NULL
1094|8303|297|39|1|396|2004-12-24|NULL
1186|1008|360|39|1|1|2016-06-27|NULL
1289|11711|624|39|1|2|2004-12-24|NULL
1424|2145|510|39|1|2|2004-12-24|NULL
1634|6553|534|39|1|2|2004-12-24|NULL
1912|11184|564|32|1|2|2011-06-13|NULL
1991|10541|574|32|1|535|2004-12-24|Kış Mevsimsel
2127|11259|626|32|1|2|2008-09-23|NULL
2281|2145|510|35|1|2|2005-04-07|NULL
2303|11184|564|39|1|2|2011-07-18|NULL
2318|4906|534|39|1|2|2013-06-17|NULL
2475|3242|566|13|1|2|2008-10-15|NULL
2573|1551|253|6|3|1|2009-08-31|NULL
2688|6648|521|13|1|2|2012-01-19|NULL
2935|11490|515|22|1|2|2012-10-05|NULL
3019|3037|587|7|1|1|2015-06-03|NULL
3155|10136|628|7|1|2|2012-04-17|NULL
3264|3106|209|32|1|1|2017-05-30|NULL
3520|2145|550|39|1|2|2004-12-24|NULL
3560|7255|510|16|5|341|2015-05-13|NULL
3851|9083|531|34|1|1|2019-12-16|NULL
3885|6502|534|39|1|2|2014-04-21|NULL
3917|5634|525|32|1|2|2014-04-21|Yaz Mevsimsel
4130|6702|185|32|1|2|2013-01-15|NULL
4199|9092|511|39|1|1|2015-09-10|NULL
4205|9097|521|32|1|1|2019-03-06|NULL
4244|11184|564|24|1|1|2020-01-27|NULL
4257|7926|516|7|1|1|2017-07-28|NULL
4319|9645|572|32|1|2|2012-12-07|Kış Mevsimsel
4405|11481|598|7|1|1|2017-08-14|NULL
4501|2145|550|39|1|1|2016-03-23|NULL
4697|8277|236|32|1|1|2014-06-25|NULL
5085|9092|511|9|1|2|2013-01-09|NULL
5087|9092|511|9|1|2|2012-08-17|NULL
5288|11336|565|4|1|1|2015-08-31|NULL
5436|9645|572|9|1|2|2009-05-18|Kış Mevsimsel
5520|1528|581|23|1|2|2013-06-04|NULL
5570|1551|210|9|1|2|2006-12-12|Yaz Mevsimsel
5576|11009|618|9|1|1|2017-09-13|NULL
5624|2145|510|23|1|2|2012-01-16|NULL
5650|3910|526|4|1|2|2006-02-27|NULL
5697|2145|510|9|1|2|2007-11-13|NULL
5785|8693|524|23|1|1|2016-09-01|NULL
5802|3094|209|3|1|2|2010-04-26|NULL
6070|2145|510|39|1|2|2004-12-24|NULL
6166|9092|511|32|1|2|2007-04-02|NULL
6258|2145|510|32|1|2|2004-12-24|NULL
6281|3329|571|13|1|566|2004-12-24|NULL
6533|5711|550|9|1|2|2006-10-26|NULL
6586|9685|572|9|1|2|2006-02-23|Kış Mevsimsel
6613|7402|550|39|1|1|2017-04-24|NULL
6718|6756|320|32|1|2|2009-07-01|NULL
6733|1683|622|39|1|1|2019-05-20|NULL
6795|11025|587|39|1|2|2009-07-20|NULL
6830|509|517|27|1|2|2009-09-25|NULL
7050|2145|510|32|1|2|2014-12-24|NULL
7073|12026|527|39|1|1|2018-08-08|NULL
7076|6617|587|32|1|1|2019-07-22|NULL
7118|6702|185|32|1|1|2019-07-03|NULL
7138|11313|520|4|1|2|2014-07-04|NULL
7293|2145|510|12|1|2|2008-08-08|NULL
7456|11347|534|7|1|2|2007-10-24|NULL
7461|11184|564|7|1|2|2008-03-31|NULL
7691|2145|510|9|1|2|2008-07-04|NULL
8116|7396|32|1|4|197|2004-12-25|NULL
8428|11241|360|32|1|2|2004-12-24|NULL
8477|3937|360|26|1|2|2011-03-10|NULL
8539|7094|585|32|1|1|2017-04-21|NULL
8605|9911|344|3|1|1|2017-11-07|NULL
8606|9911|344|3|1|1|2019-12-20|NULL
8620|9911|344|3|1|1|2014-04-24|NULL
9005|9941|360|4|1|2|2013-10-25|NULL
9040|8303|297|7|1|2|2011-11-11|NULL
35|4842|561|8|3|1|2011-11-25|NULL
165|4823|190|39|1|2|2010-03-03|NULL
174|4823|190|39|1|2|2010-08-12|NULL
413|8267|360|13|1|2|2006-08-21|NULL
1145|8765|360|22|1|2|2008-09-12|NULL
1271|9645|572|39|1|442|2004-12-24|Kış Mevsimsel
1308|9936|32|1|4|197|2004-12-25|NULL
1359|11025|587|32|1|566|2005-03-31|NULL
1400|5703|534|10|1|2|2004-12-24|NULL
1461|2145|550|39|1|2|2005-04-01|NULL
1509|3333|571|35|1|2|2006-08-03|NULL
1511|8768|210|39|1|2|2004-12-24|Yaz Mevsimsel
1520|6699|185|24|1|2|2004-12-24|NULL
1589|9092|511|39|1|2|2006-02-02|NULL
1710|3711|573|39|1|571|2004-12-24|Kış Mevsimsel
1747|2530|601|32|1|2|2004-12-24|NULL
1873|4276|618|32|1|2|2009-02-23|NULL
1914|11184|564|32|1|2|2008-03-21|NULL
1980|9645|572|3|1|2|2009-01-06|Kış Mevsimsel
1982|9645|572|32|1|2|2012-03-23|Kış Mevsimsel
1995|10541|574|32|1|2|2007-11-20|Kış Mevsimsel
2133|5728|624|32|1|2|2009-07-23|NULL
2365|8832|626|33|1|1|2016-02-22|NULL
2375|363|261|39|1|2|2010-12-07|Kış Mevsimsel
2416|2145|510|32|1|2|2007-08-02|NULL
2438|11184|564|39|1|2|2008-01-09|NULL
2476|3242|566|32|1|2|2007-08-01|NULL
2548|2163|628|32|1|2|2005-03-14|NULL
2673|9092|511|32|1|2|2010-09-01|NULL
2900|9685|572|13|1|2|2012-03-22|Kış Mevsimsel
3042|4687|471|39|1|2|2012-04-27|NULL
3102|4407|626|12|1|2|2012-06-07|NULL
3176|3099|110|12|1|2|2010-09-01|NULL
3192|360|206|26|1|1|2013-02-15|NULL
3225|7226|234|3|1|2|2010-10-22|NULL
3256|3106|209|7|1|2|2011-06-20|NULL
3313|11002|522|7|1|1|2018-02-19|NULL
3401|3617|185|11|1|1|2018-01-23|NULL
3478|12013|534|32|1|2|2004-12-24|NULL
3501|11230|565|32|1|438|2004-12-24|NULL
3622|10730|534|32|1|1|2014-11-04|NULL
3638|8958|510|32|1|1|2017-03-27|NULL
